good_sentence,bad_sentence,suite,good_cond,bad_cond,syntaxgym_id,item_id
The consultant near the secretaries suspected himself.,The consultant near the secretaries suspected themselves.,reflexive_prep_masc,match_sing,mismatch_sing,10,739
The consultants near the secretary suspected themselves.,The consultants near the secretary suspected himself.,reflexive_prep_masc,match_plural,mismatch_plural,10,740
The guard to the side of the executives embarrassed himself.,The guard to the side of the executives embarrassed themselves.,reflexive_prep_masc,match_sing,mismatch_sing,11,741
The guards to the side of the executive embarrassed themselves.,The guards to the side of the executive embarrassed himself.,reflexive_prep_masc,match_plural,mismatch_plural,11,742
The clerk across from the authors disguised himself.,The clerk across from the authors disguised themselves.,reflexive_prep_masc,match_sing,mismatch_sing,12,743
The clerks across from the author disguised themselves.,The clerks across from the author disguised himself.,reflexive_prep_masc,match_plural,mismatch_plural,12,744
The architect next to the pilots hated himself.,The architect next to the pilots hated themselves.,reflexive_prep_masc,match_sing,mismatch_sing,13,745
The architects next to the pilot hated themselves.,The architects next to the pilot hated himself.,reflexive_prep_masc,match_plural,mismatch_plural,13,746
The athlete behind the doctors doubted himself.,The athlete behind the doctors doubted themselves.,reflexive_prep_masc,match_sing,mismatch_sing,14,747
The athletes behind the doctor doubted themselves.,The athletes behind the doctor doubted himself.,reflexive_prep_masc,match_plural,mismatch_plural,14,748
The actor in front of the farmers hurt himself.,The actor in front of the farmers hurt themselves.,reflexive_prep_masc,match_sing,mismatch_sing,15,749
The actors in front of the farmer hurt themselves.,The actors in front of the farmer hurt himself.,reflexive_prep_masc,match_plural,mismatch_plural,15,750
The minister near the managers injured himself.,The minister near the managers injured themselves.,reflexive_prep_masc,match_sing,mismatch_sing,16,751
The ministers near the manager injured themselves.,The ministers near the manager injured himself.,reflexive_prep_masc,match_plural,mismatch_plural,16,752
The taxi driver to the side of the customers suspected himself.,The taxi driver to the side of the customers suspected themselves.,reflexive_prep_masc,match_sing,mismatch_sing,17,753
The taxi drivers to the side of the customer suspected themselves.,The taxi drivers to the side of the customer suspected himself.,reflexive_prep_masc,match_plural,mismatch_plural,17,754
The secretary across from the officers embarrassed himself.,The secretary across from the officers embarrassed themselves.,reflexive_prep_masc,match_sing,mismatch_sing,18,755
The secretaries across from the officer embarrassed themselves.,The secretaries across from the officer embarrassed himself.,reflexive_prep_masc,match_plural,mismatch_plural,18,756
The executive next to the teachers disguised himself.,The executive next to the teachers disguised themselves.,reflexive_prep_masc,match_sing,mismatch_sing,19,757
The executives next to the teacher disguised themselves.,The executives next to the teacher disguised himself.,reflexive_prep_masc,match_plural,mismatch_plural,19,758
The author that liked the senators hurt herself.,The author that liked the senators hurt themselves.,reflexive_src_fem,match_sing,mismatch_sing,1,759
The authors that liked the senator hurt themselves.,The authors that liked the senator hurt herself.,reflexive_src_fem,match_plural,mismatch_plural,1,760
The pilot that met the teachers injured herself.,The pilot that met the teachers injured themselves.,reflexive_src_fem,match_sing,mismatch_sing,2,761
The pilots that met the teacher injured themselves.,The pilots that met the teacher injured herself.,reflexive_src_fem,match_plural,mismatch_plural,2,762
The doctor that hated the guards trusted herself.,The doctor that hated the guards trusted themselves.,reflexive_src_fem,match_sing,mismatch_sing,3,763
The doctors that hated the guard trusted themselves.,The doctors that hated the guard trusted herself.,reflexive_src_fem,match_plural,mismatch_plural,3,764
The farmer that discussed the clerks embarrassed herself.,The farmer that discussed the clerks embarrassed themselves.,reflexive_src_fem,match_sing,mismatch_sing,4,765
The farmers that discussed the clerk injured themselves.,The farmers that discussed the clerk injured herself.,reflexive_src_fem,match_plural,mismatch_plural,4,766
The manager that loved the architects disguised herself.,The manager that loved the architects disguised themselves.,reflexive_src_fem,match_sing,mismatch_sing,5,767
The managers that loved the architect trusted themselves.,The managers that loved the architect trusted herself.,reflexive_src_fem,match_plural,mismatch_plural,5,768
The customer that liked the athletes hated herself.,The customer that liked the athletes hated themselves.,reflexive_src_fem,match_sing,mismatch_sing,6,769
The customers that liked the athlete embarrassed themselves.,The customers that liked the athlete embarrassed herself.,reflexive_src_fem,match_plural,mismatch_plural,6,770
The officer that met the actors doubted herself.,The officer that met the actors doubted themselves.,reflexive_src_fem,match_sing,mismatch_sing,7,771
The officers that met the actor disguised themselves.,The officers that met the actor disguised herself.,reflexive_src_fem,match_plural,mismatch_plural,7,772
The teacher that hated the ministers hurt herself.,The teacher that hated the ministers hurt themselves.,reflexive_src_fem,match_sing,mismatch_sing,8,773
The teachers that hated the minister hated themselves.,The teachers that hated the minister hated herself.,reflexive_src_fem,match_plural,mismatch_plural,8,774
The senator that discussed the actors injured herself.,The senator that discussed the actors injured themselves.,reflexive_src_fem,match_sing,mismatch_sing,9,775
The senators that discussed the actor doubted themselves.,The senators that discussed the actor doubted herself.,reflexive_src_fem,match_plural,mismatch_plural,9,776
The consultant that loved the secretaries trusted herself.,The consultant that loved the secretaries trusted themselves.,reflexive_src_fem,match_sing,mismatch_sing,10,777
The consultants that loved the secretary hurt themselves.,The consultants that loved the secretary hurt herself.,reflexive_src_fem,match_plural,mismatch_plural,10,778
The guard that liked the executives embarrassed herself.,The guard that liked the executives embarrassed themselves.,reflexive_src_fem,match_sing,mismatch_sing,11,779
The guards that liked the executive injured themselves.,The guards that liked the executive injured herself.,reflexive_src_fem,match_plural,mismatch_plural,11,780
The clerk that met the authors disguised herself.,The clerk that met the authors disguised themselves.,reflexive_src_fem,match_sing,mismatch_sing,12,781
The clerks that met the author trusted themselves.,The clerks that met the author trusted herself.,reflexive_src_fem,match_plural,mismatch_plural,12,782
The architect that hated the pilots hated herself.,The architect that hated the pilots hated themselves.,reflexive_src_fem,match_sing,mismatch_sing,13,783
The architects that hated the pilot embarrassed themselves.,The architects that hated the pilot embarrassed herself.,reflexive_src_fem,match_plural,mismatch_plural,13,784
The athlete that discussed the doctors doubted herself.,The athlete that discussed the doctors doubted themselves.,reflexive_src_fem,match_sing,mismatch_sing,14,785
The athletes that discussed the doctor disguised themselves.,The athletes that discussed the doctor disguised herself.,reflexive_src_fem,match_plural,mismatch_plural,14,786
The actor that loved the farmers hurt herself.,The actor that loved the farmers hurt themselves.,reflexive_src_fem,match_sing,mismatch_sing,15,787
The actors that loved the farmer hated themselves.,The actors that loved the farmer hated herself.,reflexive_src_fem,match_plural,mismatch_plural,15,788
The minister that liked the managers injured herself.,The minister that liked the managers injured themselves.,reflexive_src_fem,match_sing,mismatch_sing,16,789
